observation_1,observation_2,hypothesis_1,hypothesis_2,label
كان بيلي يمشي في سنترال بارك.,انتهى بيلي مبللا جدا من مشيته في الحديقة.,بدأ المطر يهطل خلال مشي بيلي.,بدأ المطر يهطل بعد أن عاد بيلي إلى المنزل.,1
كانت لينيت تكره كونها الطفل الأكبر.,لينيت لا تزال تعمل كخادمة للأطفال لمساعدة العائلة.,شعرت لينيت أن على والدَيها العاملين أن يدفعا مقابل جليسة الأطفال.,كانت لينيت مضطرة للعمل كخادمة للأطفال لرعاية إخوتها.,2
كانت أختي راسبة في مادة العلوم في المدرسة.,انتهى بها الأمر إلى اجتياز فصلها بمساعدتي!,ساعدت أختي على الدراسة.,طلبت منهم المساعدة.,1
كان راي يبحث عن هدية عيد ميلاد لأمه.,كانت والدة راي مندهشة وسعيدة حقًا بجهاز Fitbit الذي اشتراه لها راي.,لكنه اشترى لها ساعة آبل التي كانت تريدها دائمًا.,بدأت والدة راي مؤخرًا المشي لإنقاص الوزن.,2
كان جون طالبًا في المرحلة الابتدائية.,ذهب جون إلى أن يصبح موسيقيًا مشهورًا.,كان جون جيدًا جدًا في الموسيقى لكنه تجاوزها.,لم يكن جون جيدًا جدًا في الموسيقى في المدرسة الابتدائية.,2
كانت سالي خارجة طوال الليل.,أخيرًا، وصلت إلى غرفتها.,كانت سالي مستيقظة وتريد العودة إلى المسبح.,كانت سالي مخمورة، وكانت تواجه مشكلة في العثور على طريقها.,2
كان تود متحمسًا لكونه في فريق كرة السلة بالمدرسة الإعدادية.,انضم تود في النهاية إلى الفريق، غاضبًا لأنه لم يحصل على فرصة للعب.,كان تود في قائمة اللاعبين خلال كل مباراة.,دائمًا ما كان مدرب تود يضعه على مقاعد البدلاء لأنه كان جديدًا في الفريق.,2
لم يدخن تيم من قبل.,عوقب لكن كان الوقت متأخرًا.,قرر أن يكون الأمر فظيعًا إذا جربه.,حثه صديقه على تجربة سيجارة واحدة ولكنه أحبها.,2
كنت في العمل عندما بدأت الثلوج تتساقط.,كانت لدينا يوم عطلة ثلجية كسولة.,بحلول بعد الظهر، تم إغلاق المكتب بسبب الطقس.,استمر رئيسي في منعه من العودة إلى المنزل.,1
في سن27 كنت أزن300 رطل.,بعد عام ، فقدت100 رطل واكتملت ماراثون!,كان علي أن أتبع نظامًا غذائيًا وأتمرن أو أموت صغيرًا.,عملت بجد مع طبيبي لاستعادة وزنى.,1
كانت آنا تؤجل غسل الملابس.,قررت آنا ألا تنتظر طويلاً مرة أخرى.,كان لديها الكثير لتعمله لدرجة أن الأمر استغرق ساعة واحدة لإنهائه.,كانت لدى آنا عدة حمولات لغسلها.,2
واييت وأصدقائه كانوا في الصف.,في النهاية، قرر عدم القيام بذلك ووقف دفاعًا عن الفتاة بدلاً من ذلك.,واييت كان يسخر من فتاة.,أصدقاء واييت كانوا يسخرون من فتاة.,2
كان إيلي متعبًا جدًا عندما عاد إلى المنزل.,جلس إيلي أمام التلفزيون مع عشاء ميكروويف.,لم يكن لدى إيلي الطاقة لصنع نفسه وجبة مطهية.,كانت التعب شديدًا لدرجة أن إيلي لم يكن يريد الطهي، لذا قام بتسخين عشاء مجمد.,2
قبل بضع سنوات، كان الجميع حولي يتعلمون التزلج على لوح.,لم أتعلم أبدًا التزلج بشكل صحيح.,قررت أن أجربها، لكنني لم أكن أهتم.,حاولت الانضمام مرة واحدة، لكني لم أستطع التوازن على اللوح.,1
وجدت جزءًا من عربة في القمامة بالقرب من كشك السيارات.,ذهبت مرة أخرى إلى كشك السيارات لكني لم أجد أي شيء آخر.,ظننت أنه قد يكون هناك المزيد من الأجزاء في الجوار.,أردت أن أرى إذا كان بإمكاني إعادته.,1
قرر بيل الذهاب إلى صالة الألعاب الرياضية للتمرين.,توقف على طول الطريق لشراء سموثي.,أدرك بيل أنه لم يأكل منذ عقد كامل.,أراد بيل أن يأكل شيئًا قبل الذهاب إلى صالة الألعاب الرياضية.,2
اشترى رود قلادة لأمه بمناسبة عيد ميلادها.,أعطاها إياها في قلادتها الجديدة.,ثم التقط رود صورًا لأمه وزوجته لإكمال الهدية.,التقط صورًا لأبنائه.,2
سام تحب الطهي، لكن مدرستها لم يكن بها نادي طهي.,الآن سام تطبخ، تساعد - وتبدو رائعة في نماذجها الجامعية!,لحسن الحظ، في الفصل الدراسي التالي، قدموا بعض النوادي الجيدة الأخرى.,لذلك بدلاً من ذلك، حصلت سام على وظيفة في مطبخ مطعم.,2
كان سام وتوم يتقاتلان على بطانية.,سحب سام بقوة أكبر وفاز في القتال.,كانوا يسحبونها ذهابًا وإيابًا.,أكلا كل ما يستطيعان.,1
كانت إيلين تحلم بالفوز بجوائز لورودها.,اضطرت إيلين إلى دفع رسوم استبدال لبطاقة المكتبة الخاصة بها.,أرسلت بطاقتها الائتمانية عن طريق الخطأ عندما دخلت المسابقة.,قررت الذهاب إلى المكتبة للقيام ببعض الأبحاث، ولكنها لم تستطع العثور على بطاقة المكتبة الخاصة بها.,2
دان لم يكن جيدًا في الرياضيات.,كان الأمر سهلاً بالنسبة له، وشعر بتحسن كبير فيما يتعلق بمهاراته الرياضية.,وجد معلمًا خاصًا علّمه طريقة مختلفة للتفكير في الرياضيات.,درس دان وحصل على درجة د في اختبار الرياضيات.,1
ذهب حافلتان فقط بالقرب من شارع لورا.,كانت لورا مضطرة للنزول والمشي مسافة ميلين إلى المنزل.,لورا فاتتها الحافلتان بالفعل.,توقفت الحافلة بجانب منزلها أمام محل.,1
أراد دان أن يجد الهدية المثالية لعيد ميلاد والدته.,شرح دان الوضع وكانت والدته غير مستاءة.,فقد دان سرواله.,اشترى لها مجموعة من الورود ولكن أسقطها في طريقه إلى داخل المنزل.,2
كنت أرغب دائمًا في جوارب فاخرة.,أحببت جواربي الجديدة.,اشتريت زوجًا في المتجر.,لم أستطع توفير المال لشراء زوج جديد من الجوارب.,1
كان جوليان غاضبًا بعد فصله من مطعم.,عرفوه وكانوه قد حظروه.,جوليان كان يسرق طعامًا إلى المطبخ.,جوليان قرر كسر نافذة والمطعم.,2
كان جوني خائفًا من إمساك الألعاب النارية.,كان يأمل أن يكون شجاعًا كفاية في المرة القادمة.,مسك جوني الألعاب النارية بتوتر.,رفض جوني إمساك الألعاب النارية.,2
تعيش جاسمين وأختها بالقرب من منطقة غابة.,قضت كلتا الفتاتين وقتًا رائعًا بالجري حول الأشجار.,تحب جاسمين وأختها اللعب في الغابة.,كان الجو ممطرًا لذا خرجن للعب فيه.,1
وجدنا النمل في ماء الكيوريج الخاص بنا.,لقد اختفت أخيرًا، على الرغم من أننا لا نعرف السبب.,غسلنا الكيوريج جيدًا حقًا.,تركناها وشاهدناها ولم تنظف.,1
كان جيمز يبحث عن النفط في داكوتا الشمالية.,بيع جيمز النفط بربح كبير جدًا!,جيمز اشترى أرضًا بها نفط تحتها.,فقد جيمز بعض النفط على أرض خاصة.,1
شكلت الفتيات في المدينة فريقًا جديدًا لكرة القدم.,بسبب عملهم الجاد، فازوا في مباراتهم الأولى.,عملت الفتيات بجد و مارستن يوميًا.,مارست الفتيات العديد من الساعات في الأسبوع.,2
سارة أحبت الطهي.,سارة تأثرت وتشجعت على الطهي أكثر.,أحب أصدقاء سارة طعامها.,حصلت سارة على سجل كهدية.,1
انتقل كريستوفر إلى جزء جديد من المدينة بسبب وظيفة جديدة.,سيحتفظ كريستوفر بخريطة في سيارته من الآن فصاعدًا.,كان يعرف بالضبط أين يذهب إلى الوظيفة الجديدة.,ضل كريستوفر طريقه إلى الوظيفة الجديدة.,2
