observation_1,observation_2,hypothesis_1,hypothesis_2,label
حلمت إيلين بالفوز بجائزة مقابل ورودها.,لقد فازت إيلين بالجائزة في النهاية.,لقد اهتمت إيلين بالورود بشكل جيد للغاية.,كانت ورود إيلين جميلة!.,1
كان جيران نيك يلعبون الموسيقى بأعلى صوتهم.,لم يتم حل الوضع، لكن نيك شعر بتحسن.,نيك لم يتصل بأحد للإبلاغ عن الضوضاء.,طلب نيك منهم أن يرفضوا ذلك.,2
جين تحب الموسيقى.,هرعت جين إلى المكتب وتأخرت عشرين دقيقة عن الحفل.,كان لدى جين تذاكر حفل تركتها في العمل.,كانت جين ستشاهد عرضًا على الفيديو ولكن كان عليها التوقف في العمل أولاً.,1
قرر مايلز الانضمام إلى نادي الكتاب في مدينته للقاء الناس.,كان مايلز سعيدًا جدًا بانضمامه إلى نادي الكتاب.,التقى مايلز بالعديد من الأشخاص في مثل عمره.,أصبح لدى مايلز أصدقاء جدد في النادي.,2
كانت كيت تمارس رياضة الركض في أحد الأيام.,ثم أعادت الهاتف إلى صاحبه الشاكر!,وجدت كيت آيفون أثناء الركض.,لقد فقدت كيت هاتفها على الطريق.,1
كان فريدي يعاني من شلل النوم.,بدأ جسده بالتحرك مرة أخرى.,ركض فريدي في الشوارع طوال الليل.,لقد ركز بشدة على إيقاظ نفسه.,2
تيم كان يلون في المنزل.,أمضى تيم اليوم التالي في رسم الطريق باللون الأبيض.,تيم رسم على الجدران والأرضية.,كان تيم حريصًا جدًا في التلوين لدرجة أن والده طلب منه المساعدة في طلاء الممر.,2
دخلت جينا إلى فصلها وذهبت إلى مكتبها.,حقيقة أن تامي كانت لا تزال تتحدث معهم جعلت جينا تشعر بعدم الارتياح.,طلبت تامي من جينا عدم التحدث مع فتيات النميمة.,بدأت بالتحدث مع بعض الأصدقاء، لكن شخصًا متنمرًا يُدعى تامي تدخل.,2
ذهب سام من باب إلى باب لمحاولة بيع المجلات.,أشار الرجل العجوز إلى سام وطلب منه الرحيل.,حاول سام إقناع رجل عجوز بالشراء.,طرق سام على رجل عجوز.,1
شعرت ماري آن بالوحدة وقررت تبني قطة.,قررت أنها ليست القطة المناسبة.,مزقت القطة أريكتها الجديدة.,كانت ماري آن سيئة للغاية مع القطة.,1
كان رالف كلبًا عاملاً.,لم يعودوا غاضبين بعد الآن عندما انفجرت القنبلة أمامهم.,كان أصحاب رالف غاضبين عندما كان يصنع الكثير من الأصدقاء.,بحث رالف عن القنبلة بلا كلل، لكنه لم يتمكن من العثور عليها.,2
كان شانون يعاني من السعال كل صباح منذ أسابيع.,بعد ثلاثة أسابيع من استخدام السجائر الإلكترونية، خف سعالها.,كان شانون يدخن السجائر كثيرًا.,لقد توقف شانون عن تدخين السجائر الإلكترونية.,1
ذهبت كيلي وأصدقائها إلى متجر الآيس كريم الجديد.,سعدت كيلي لأنها جربت نكهات جديدة.,أقنع أصدقاء كيلي بالاستمرار في نكهتها المعتادة.,قررت كيلي الحصول على شيء مختلف عن نكهتها المعتادة.,2
كان جو يساعد والده في تنظيف الغابة الموجودة في الجزء الخلفي من الفناء الخاص بهم.,كان جو غاضبًا لأنه تعرض للأذى.,سقط جو فوق جذع شجرة وضحك بسبب ذلك.,سقط جو فوق جذع شجرة وأصاب نفسه.,2
ذهبت كيلي وأصدقائها إلى متجر الآيس كريم الجديد.,لقد تقيأت.,حاولت كيلي تناول التوت الأزرق دون أن تعلم أنها تعاني من حساسية تجاه الصبغة.,جربت كيلي نكهة جديدة وأحبتها.,1
كانت ماري تتوق لرؤية فرقتها المفضلة.,عندما وصلوا هناك، أدركت ماري أنها تركت التذاكر في المنزل.,كانت ماري متحمسة جدًا.,كانت ماري متوترة للغاية.,1
لقد أحببت سمك السلمون المدخن.,لقد أصبت بعدوى بكتيرية من سمك السلمون المدخن.,لقد اشتريت بعض سمك السلمون المدخن من بائع مشبوه للغاية.,لم أكن أعرف كيف أطبخه على الرغم من ذلك فقد طهيته لفترة طويلة جدًا.,1
كان هان يحب الطبيعة.,وكان هان يستمتع بسقي نباتات جاره والعناية بها.,قام جار هان بتعيينه كغاسل نوافذ.,كان يحب في كثير من الأحيان المشي عبر الغابة بالقرب من الحديقة والذهاب إلى مسارات المشي.,2
عندما بلغت السادسة عشر من عمري تعلمت القيادة.,ثم أخذني والدي للحصول على رخصتي.,علمتني والدتي كل النقاط الدقيقة.,لقد نمت لأسابيع قبل اختبار القيادة الخاص بي.,1
كان كاي ممتلئ الجسم قليلاً وأراد أن يفقد 20 رطلاً قبل الصيف.,وبحلول الصيف، فقدت العشرة الآخرين!,بدأت بممارسة التمارين الرياضية وخسرت 10 أرطال في بضعة أسابيع.,لقد اكتسب كاي 20 رطلاً ويهدف الآن إلى 30 رطلاً.,1
كان جيك يركب دراجته في الحديقة.,وضع ملابسه المتسخة في كيس بلاستيكي.,بينما كان جيك يركب الدراجة أصبح متعرقًا جدًا.,لقد ركب دراجته عبر بعض برك الطين.,2
كان جو بحاجة إلى مكتب جديد.,ندم جو على قراره عندما انكسر المكتب بعد يومين.,ذهب جو إلى حسن النية للحصول على مكتب جديد.,ذهب جو إلى المتجر لشراء مكتب جديد.,1
كان جو يعاني من وقت عصيب أثناء التخييم.,ولكنه لم يتمكن من العثور على مفاتيح سيارته.,أراد جو البقاء.,كان لدى جو إطار مثقوب في البرية.,2
قررت لورا السفر بالطائرة إلى مدينة نيويورك.,ارتدت لورا قبعة طوال الأسبوع لإخفاء شعرها.,لقد قصت لورا شعرها بالخطأ.,عندما وصلت لورا أدركت أنها نسيت الشامبو.,2
بدأ نيت في كتابة القصص مقابل بضعة سنتات.,لقد كان يكتب فقط للمساعدة في البحث العلمي.,لقد كان يتقاضى أجرًا زهيدًا.,تم العثور على نيت من قبل باحث دفع له أجرًا جيدًا.,1
لقد تبنيت جروًا.,الجزر عملت بشكل مثالي!,لقد أطعمت الجرو البنجر المطبوخ.,كنت بحاجة إلى شيء ما ليمضغه.,2
لقد ذهبنا في رحلة الغوص الأولى يوم الثلاثاء.,قررنا أن نذهب في رحلة الغوص الأخيرة يوم الثلاثاء.,لقد كاد سمك القرش أن يأكلنا.,لم يكن لدينا وقت أفضل من هذا.,1
نشأ جيمي فقيرًا جدًا.,اتصل جيمي بوالديه وشتمهم.,لذلك ترك المدرسة وغادر المنزل.,فسقط من السماء وغادر منزله.,1
كان رقبة سام تؤلمه مؤخرًا.,لم يعد رقبته يؤلمه مع الدعم الإضافي.,حصل سام على دعامة للرقبة من والده.,سام يشتري دعامة للرقبة لزيادة الألم.,1
صديقنا يملك مطعمًا.,لم يكن الموظف معجبًا.,لقد أبقى صديقنا المطعم مفتوحًا بعد ساعات العمل.,حاول صديقنا إثارة إعجاب الموظفين بوجبة مجانية.,1
كان كورال إيل يقيم بيعًا للمخبوزات لجمع الأموال لشراء أردية جديدة.,تمكنت الجوقة من جمع ما يقرب من نصف ما يحتاجون إليه في يوم واحد!,لقد صنعت إيلي الكثير من ملفات تعريف الارتباط لتقديمها مجانًا.,أرادت جوقة إليس حقًا ارتداء أردية جديدة.,2
جيم يشعر بالصدمة عندما يحصل على صفقة مذهلة على منزل.,جيم يسحب عرضه ويطرد وكيل العقارات الخاص به.,البيت مليء بالجبن المتعفن.,لقد قيل له كذبة بشأن الضرر والمصادرة.,2
