input,golds,options,preds,probs
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: ما الوسائل الدفاعية التى تستجيب عند تناول شخص أطعمة ملوثة ببكتيريا السالمونيلا على الترتيب ؟
أ- المخاط - إفرازات المعدة

ب- اللعاب - بقع باير
ج- اللعاب - إفرازات المعدة
د- بقع باير - المخاط

إجابة: ",2,"['أ- المخاط - إفرازات المعدة\n', 'ب- اللعاب - بقع باير', 'ج- اللعاب - إفرازات المعدة', 'د- بقع باير - المخاط']",د,[0.01890832 0.15849678 0.29671535 0.52587956]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تمنع اللوزتان على منع دخول أى ميكروب مع الطعام وفى حالة إختراق الميكروبات لهذا الحاجز تعمل ....... على حماية الأمعاء
أ- غدة تيموسية
ب- عقد ليمفاوية
ج- بقع باير
د- طحال

إجابة: ",2,"['أ- غدة تيموسية', 'ب- عقد ليمفاوية', 'ج- بقع باير', 'د- طحال']",د,[0.00972972 0.18001518 0.19171692 0.6185382 ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أي مما يلي يدل علي زيادة الاستجابة المناعية لشخص خضع لعملية زراعة كلي ؟
أ- السيتوكينات
ب- الإنترليوكينات
ج- الإنترفيرونات
د- البيرفورين

إجابة: ",0,"['أ- السيتوكينات', 'ب- الإنترليوكينات', 'ج- الإنترفيرونات', 'د- البيرفورين']",ج,[0.02613061 0.18364324 0.7076152  0.08261093]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أي من المواد الآتية لا تعتبر من مكونات خط الدفاع الثالث في جسم الإنسان؟
أ- السيتوكينات
ب- الأنترليوكينات
ج- الإنترفيرونات
د- الليمفوكينات

إجابة: ",2,"['أ- السيتوكينات', 'ب- الأنترليوكينات', 'ج- الإنترفيرونات', 'د- الليمفوكينات']",ج,[0.06530338 0.1740844  0.6065142  0.15409805]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: عند إجراء تحليل دم لشخص ما تبين وجود نوع من البكتريا في عينة الدم.
أي الخلايا المناعية مسئولة عن حماية هذا الشخص؟
أ- الخلايا القاتلة الطبيعية
ب- الخلايا البائية البلازمية
ج- الخلايا التائية الذاكرة
د- الخلايا التائية السامة

إجابة: ",1,"['أ- الخلايا القاتلة الطبيعية', 'ب- الخلايا البائية البلازمية', 'ج- الخلايا التائية الذاكرة', 'د- الخلايا التائية السامة']",ج,[0.02542241 0.23637599 0.64626503 0.09193651]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: عندما يصاب الإنسان بنفس نوع البكتيريا مرتين , ما الفرق بين الأجسام المضادة في الإصابة الأولي عن الأجسام المضادة في الإصابة الثانية ؟
أ- النوع
ب- تركيب المنطقة المتغيرة
ج- مصدر الإفراز
د- تركيب المنطقة الثابتة

إجابة: ",2,"['أ- النوع', 'ب- تركيب المنطقة المتغيرة', 'ج- مصدر الإفراز', 'د- تركيب المنطقة الثابتة']",ج,[0.02206534 0.38647723 0.5495401  0.04191733]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تختلف أسماء ..... بإختلاف النسيج الموجودة فيه
أ- الخلايا البلعمية الكبيرة الدوارة
ب- الخلايا البلعمية الكبيرة الثابتة
ج- خلايا الدم البيضاء المحببة

د- الخلايا القاتلة الطبيعية

إجابة: ",1,"['أ- الخلايا البلعمية الكبيرة الدوارة', 'ب- الخلايا البلعمية الكبيرة الثابتة', 'ج- خلايا الدم البيضاء المحببة\n', 'د- الخلايا القاتلة الطبيعية']",ج,[0.03802437 0.28739318 0.62430835 0.05027404]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أي من الوسائل المناعية التالية تسبق الوسيلة الأخرى في الحدوث؟

أ- زيادة أعداد المستقبلات – تكوين جدار الخلية
ب- ترسيب الأصماغ – تغلظ بشرة الساق بالكيوتين
ج- تغليظ الجدار الخلوي باللجنين – إنتاج البروتينات المضادة للميكروبات
د- إنتاج إنزيمات نزع السمية – انتفاخ الجدار الخلوي

إجابة: ",2,"['أ- زيادة أعداد المستقبلات – تكوين جدار الخلية', 'ب- ترسيب الأصماغ – تغلظ بشرة الساق بالكيوتين', 'ج- تغليظ الجدار الخلوي باللجنين – إنتاج البروتينات المضادة للميكروبات', 'د- إنتاج إنزيمات نزع السمية – انتفاخ الجدار الخلوي']",ج,[0.11770123 0.16595276 0.6391276  0.07721841]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أى الخلايا الآتية لا يحدث زيادة فى عددها عند شخص ما أصيب بالسرطان ؟
أ- القاتلة الطبيعية
ب- القاتلة السامة
ج- البائية
د- التائية المساعدة

إجابة: ",2,"['أ- القاتلة الطبيعية', 'ب- القاتلة السامة', 'ج- البائية', 'د- التائية المساعدة']",ج,[0.04541711 0.25046447 0.67927057 0.02484789]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: التراكيب التى تساعد جهاز المناعة المكتسبة من التعرف على الميكروب
أ- أجسام مضادة
ب- مواد مضادة للمولدات
ج- مستضدات
د- أول إجابتين

إجابة: ",2,"['أ- أجسام مضادة', 'ب- مواد مضادة للمولدات', 'ج- مستضدات', 'د- أول إجابتين']",ج,[0.04799018 0.04777825 0.7645503  0.1396813 ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: من أنواع خلايا الدم البيضاء المحببة
أ- خلايا الدم البيضاء القاعدية والحامضية
ب- الخلايا التائية والخلايا وحيدة النواة
ج- الخلايا البائية والخلايا المتعادلة
د- الخلايا البائية والتائية

إجابة: ",0,"['أ- خلايا الدم البيضاء القاعدية والحامضية', 'ب- الخلايا التائية والخلايا وحيدة النواة', 'ج- الخلايا البائية والخلايا المتعادلة', 'د- الخلايا البائية والتائية']",ج,[0.02438641 0.12919971 0.7974896  0.04892428]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تحتوى جيوب العقد الليمفاوية على
أ- خلايا ليمفاوية بائية
ب- خلايا ليمفاوية تائية
ج- خلايا بلعمية كبيرة
د- جميع ما سبق

إجابة: ",3,"['أ- خلايا ليمفاوية بائية', 'ب- خلايا ليمفاوية تائية', 'ج- خلايا بلعمية كبيرة', 'د- جميع ما سبق']",ج,[0.02387126 0.12189101 0.81881016 0.03542758]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أي من الاستجابات المناعية التالية لا يدل تكوينه عند الإصابة على نوع مسبب المرض؟
أ- الأجسام المضادة
ب- الإنترفيرونات
ج- البائية البلازمية
د- التائية السامة

إجابة: ",1,"['أ- الأجسام المضادة', 'ب- الإنترفيرونات', 'ج- البائية البلازمية', 'د- التائية السامة']",ج,[0.05866187 0.20029907 0.61318815 0.12785089]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تمكث الأنواع المختلفة من ...... فترة قصيرة نسبيا فى الدم
أ- الخلايا التائية
ب- كرات الدم البيضاء غير المحببة
ج- الخلايا البلعمية الكبيرة
د- كرات الدم البيضاء المحببة

إجابة: ",1,"['أ- الخلايا التائية', 'ب- كرات الدم البيضاء غير المحببة', 'ج- الخلايا البلعمية الكبيرة', 'د- كرات الدم البيضاء المحببة']",ج,[0.0400071  0.38080338 0.49859703 0.08059244]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أصيب شخص بأحد أنواع البكتيريا ثم أصيب مرة أخري ببكتيريا و لكن من سلالة أخري , أي مما يلي المسئول عن الاستجابة المناعية لمقاومة هذه البكتيريا عند وصولها إلي الدم ؟
أ- الخلايا وحيدة النواة

ب- الأجسام المضادة التي تنتجها خلايا B الذاكرة
ج- الأجسام المضادة التي تنتجها الخلايا البلازمية
د- خلايا الدم البيضاء الحامضية

إجابة: ",2,"['أ- الخلايا وحيدة النواة\n', 'ب- الأجسام المضادة التي تنتجها خلايا B الذاكرة', 'ج- الأجسام المضادة التي تنتجها الخلايا البلازمية', 'د- خلايا الدم البيضاء الحامضية']",ج,[0.04792763 0.16909924 0.6491423  0.13383079]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أى مما يلى لا يتأثر عند حدوث خلل فى الجين المكون لهرمون التيموسين
أ- البيرفورين
ب- الإنترفيرونات
ج- الأجسام المضادة
د- الليمفوكينات

إجابة: ",1,"['أ- البيرفورين', 'ب- الإنترفيرونات', 'ج- الأجسام المضادة', 'د- الليمفوكينات']",ج,[0.05796571 0.0689522  0.7075542  0.16552785]
