obs1,obs2,hyp1,hyp2,gold_label_original,gold_label_letter,predicted_label_letter,is_correct,llm_raw_response
كانت سوي متحمسة لزراعة حديقتها الأولى.,لم تعد حزم البذور تحدد الصفوف ولكنها كانت متناثرة في جميع أنحاء الفناء.,قضت ساعات في جعله مثاليًا.,تركت سوي البذور بالخارج أثناء العاصفة.,2,ب,ب,True,ب
أراد بيلي أن يصبح طبيبًا.,لم يندم أبدًا على قراره.,درس بيلي بجد وأصبح طبيبًا.,أصبح والد بيلي أخيرًا طبيبًا وعمل بجد كل يوم.,1,أ,ب,False,ب
قررت إيمي الانتقال من ويسكونسن إلى فلوريدا.,ومع ذلك، اكتشفت أن ألاسكا كانت ممتعة للغاية.,لم تكن إيمي تعتقد أن ألاسكا ستكون ممتعة وقررت عدم القيام برحلة إلى هناك قبل الانتقال.,لم تكن إيمي تعتقد أن ألاسكا ستكون ممتعة ولكنها قررت القيام برحلة إلى هناك قبل الانتقال.,2,ب,ب,True,ب
كانت نيل تحب المشي في الحقل خلف منزلها.,استدارت لترى منزلها بعيدًا في الأفق.,سارت بعيدًا جدًا وضاعت.,سارت بعيدًا جدًا وأصابها العطش.,2,ب,ب,True,ب
كان لاري يستخدم حاسوب زوجته المحمول,واجهها لاري بهذا الأمر وهم يقدمون طلبًا للطلاق.,رأى لاري إعلانًا منبثقًا من موقعها المفضل.,أثناء استخدام الحاسوب المحمول ، ظهرت رسالة بريد إلكتروني من رجل آخر، عشيقها السري.,2,ب,ب,True,ب
لاحظ الباحث النمر من خلف شجيرة.,كان الباحث متحمسًا جدًا لتجربة مثل هذا المشهد!,وجدوا النمر.,كان النمر يأكل جروًا.,1,أ,ب,False,ب
كنت متوترًا حقًا قبل أول حفل متوسط في المدرسة.,أخذتها إلى آي هوب لتناول الفطائر والمشروبات.,أراد موعدي الحصول على شيء للأكل قبل الرقص.,أرادت موعدي الحصول على شيء للأكل قبل الرقص، لكننا تأخرنا.,1,أ,ب,False,ب
كانت إيمي وصديقاتها يشاهدن فيلمًا في منزل لين.,غير الرجل المحرج القناة، وغادر بهدوء.,قامت الفتيات بتحويل التلفزيون إلى بعض المواد الإباحية دون أن يدركن أن والدتهن قد عاد للتو إلى المنزل.,رأت إيمي مشهدًا جنسيًا في الفيلم.,1,أ,ب,False,ب
كانت عائلتي في إجازة في إيطاليا.,بدت ميونيخ جميلة في خلفية الصورة.,كما قمنا بزيارة ميونيخ والتقطنا صورًا.,كما قمنا بزيارة باريس والتقطنا صورًا.,1,أ,ب,False,ب
كان جاري قلقًا بشأن درجاته.,إذا لم يحسن جاري درجاته ، فسيكون خارج الفريق.,قضى جاري كل وقته يلعب كرة القدم ولا يدرس.,قال مدرب جاري إن درجاته جيدة وأنه يستطيع البقاء في الفريق.,1,أ,ب,False,ب
أرادت ليزا أن ترى حفل فرقتها الموسيقية المفضلة.,ذهبت ليزا إلى الحفل مع أصدقائها واستمتعوا بوقتهم.,ذهبت ليزا إلى الإنترنت، لكن التذاكر كانت قد بيعت بالكامل.,دعت ليزا أيضًا أصدقاءها إلى الحفل.,2,ب,ب,True,ب
باري كان يحب البحث عن الشتلات الصغيرة في الغابة.,اشتروا كل سلال باري!,صنع باري سلالاً، وباعها في حدث ما.,استخدم باري الشتلات لصنع تماثيل صغيرة ليبيعها للناس في سوق نهاية الأسبوع.,1,أ,ب,False,ب
كان تيري يمشي عبر حديقة المدينة,سرعان ما درس تيري لعبة الشطرنج وبدأ يلعب بنفسه.,لاحظ تيري أشخاص يلعبون الشطرنج في الجزء.,رأى تيري أشخاص يلعبون الغولف وكان مفتونًا باللعبة.,1,أ,ب,False,ب
كانت سادي في رحلة مشي لمسافات طويلة ضخمة.,لحسن الحظ دفعت نفسها وتمكنت من الوصول إلى القمة.,كادت سادي أن تستسلم في منتصف الطريق.,أرادت سادي الذهاب إلى القمة.,2,ب,ب,True,ب
لم تكن أبريل تشعر بتحسن عندما استيقظت.,عمل الدواء وفعل مفعوله وذهبت إلى المدرسة في اليوم التالي.,ذهبت أبريل إلى الطبيب وأصيبت بمرض ما.,أخذت أبريل دواءً ليليًا.,2,ب,ب,True,ب
كانت جين في متجر بقالة.,ومن ثم لم تشتر سوى حليب اللوز.,اكتشفت جين أن حليب اللوز أفضل لك.,أسقطت جين حليب اللوز بينما كانت في المتجر.,1,أ,ب,False,ب
أراد ماركوس الانضمام إلى فريق كرة القدم في مدرسته الثانوية.,في نهاية التجارب التحق بالفريق وكان فخوراً جداً.,ذهب ماركوس إلى يوم التجارب وجرب.,تدرب ماركوس على هوكي الجليد بجد شديد.,1,أ,ب,False,ب
أخذ والد جيمي إلى مباراة فريق بيسبول المفضل لديه.,وثب جيمي فرحًا إذ نجح في التقاط الكرة!,رأى جيمي كرة رمية طويلة تتجه نحوه.,رمى جيمي الكرة بالقرب من والده.,1,أ,ب,False,ب
طفل ستان الصغير قام بتصريف شيء ما في المرحاض.,ثم استعاد لعبة ابن ستان من الأنابيب!,وصل سباك وقام بإغلاق المياه.,أدرك أن اللعبة هي لابنه و أنها تسد الأنابيب.,1,أ,ب,False,ب
بينما كنت في الكلية ، قابلت رجلاً أكبر سناً.,لدي ذكريات سلبية عن ذلك الوقت.,كان مخيفًا جدًا ، وكنت سعيدًا بقطعه من حياتي.,أصبح الشاب لئيمًا معي وكان علي أن أرحل.,1,أ,ب,False,ب
لطالما أردت كلبًا، لكن أمي تعتقد أنني غير مسؤول.,في عيد ميلادي، حصلت على جرو من فصيلة الجولدن ريتريفر!,أظهرت لها أنني لست مسؤولاً.,فاجأتني أمي بما أردته تمامًا.,2,ب,ب,True,ب
والدا جان لن يتوقفا عن إزعاجها بشأن كونها عزباء.,يصدق والداها الأمر ويرحلان سعداء.,يتوقف والداي جان عن الحديث عن ذلك.,تخبر جان والديها أنها متزوجة.,2,ب,ب,True,ب
شيري وابنتها الكبرى لا تتفقان في وجهات النظر غالبًا.,يصعب تخيل شخصين أكثر اختلافًا.,شيري وابنها لا يتشابهان في المظهر، لكنهما يتشابهان في التفكير.,شيري وابنتها الكبرى كثيرًا ما تختلفان في العديد من المواضيع.,2,ب,ب,True,ب
رمش جون بعينيه وقرأ اللافتة مرة أخرى.,استمتع الشخص الذي قام بالمزحة واخترق اللافتة بالفوضى التي تسببت فيها.,كانت اللافتة التي أنشأها مختلفة تمامًا عن إنشائه.,ترك شخص ما اللافتة للإيقاف بدلاً من التنازل.,1,أ,ب,False,ب
خرجت من صفي وذهبت إلى دولابي.,أخذتني إلى ممرضة المدرسة.,أصبت يدي ووجدني المعلم.,اصطدمت بي سارة عن طريق الخطأ وسقطت بقوة.,1,أ,ب,False,ب
أرادت كريسي مشاهدة الفيلم الجديد الذي سيتم عرضه.,كريسي لم ترى الفيلم أبدا.,تمكنت من العثور على موقف للسيارات لأن المسرح كان فارغًا.,نسيت كريسي الأمر بعد توقف الإعلانات التجارية.,2,ب,ب,True,ب
الأسبوع الماضي ذهبت إلى التسلق بالحبال مع أصدقائي.,ومع ذلك ، بفضل الله ، هبطت بأمان.,كان لدينا حادث.,كانت شديدة الانزلاق ومنخفضة.,1,أ,ب,False,ب
حصلت ليزا على فرشاة أسنان جديدة.,اشترت ليزا دائمًا فرش أسنان ناعمة منذ ذلك الحين.,كانت أول فرشاة أسنان ذات شعر ناعم تشتريها ليزا على الإطلاق.,استخدمت ليزا فرشاة الأسنان وكانت قصيرة جدًا وكشطت لثتها.,1,أ,ب,False,ب
خرج نايت من مكتب الطبيب.,نهض نايت على الفور ونظف نفسه.,رأى نايت الطبيب يتعثر ويقع على بقعة من العشب.,سقط نايت واتسخ.,2,ب,ب,True,ب
كان لدينا قطط في مكان عملنا.,أصيبت بالمرض وذهبت إلى المنزل.,أحد الموظفين لديه حساسية من الفول السوداني.,لم تكن كارين تعلم أنها مصابة بالحساسية تجاه القطط.,2,ب,ب,True,ب
كان تيمي الصغير يحب صنع أفلام منزلية.,كان والداه قلقين بعد أن قرآ سيناريوه الجديد.,كتب تيمي سيناريو فظيع.,كتب تيمي سيناريو رائع.,1,أ,ب,False,ب
ماثيو غير مسموح له بتناول الطعام أو الشراب بالقرب من الكمبيوتر.,يفقد ماثيو امتيازات الكمبيوتر لمدة شهر.,كان لدى ماثيو كوب من الماء على الكمبيوتر.,كان لدى ماثيو كوب فارغ على الكمبيوتر.,1,أ,ب,False,ب
كنت داخل متجر للكتب المصورة.,ذهبت إلى المنزل وقرأته، وأعجبني حقًا.,وجدت سبايدرمان لم أره من قبل.,اشتريت مأساوي.,1,أ,ب,False,ب
عارض أحد أعضاء مجلس الشيوخ مشروع قانون.,تم تمريره، بتسعة وتسعين صوتًا مقابل صوت واحد.,كانوا معروفين بكونهم على حق.,كان في الأقلية بشأن مشروع القانون هذا.,2,ب,ب,True,ب
كان لدى لوسي اختبار غدًا في المدرسة ولم تدرس بصعوبة.,فشلت لوسي في الاختبار لأنها لم تكن قد درست.,بقيت لوسي مستيقظة طوال الليل تدرس للاختبار.,اختارت لوسي عدم الدراسة.,2,ب,ب,True,ب
ذهبت ليندا لشراء بعض الزبادي المجمد.,كانت ليندا بخيبة أمل كبيرة.,لم يكن لديهم نكهتها المفضلة هناك.,كان المتجر في حي ليندا مغلقًا.,1,أ,ب,False,ب
