observation_1,observation_2,hypothesis_1,hypothesis_2,label
كانت كورس إلي having بيعًا للبسكويت لجمع الأموال لشراء ملابس جديدة.,كانت الكورس قد جمعت ما يقرب من نصف ما تحتاج إليه في يوم واحد!,جعلت إلي الكثير من الكعك لتقديمها مجانًا.,كانت كورس إلي تريد حقًا ملابس جديدة.,2
كان جيم متعجباً عندما حصل على عروض رائعة على منزل.,أنسحب جيم من العرض وطرد وكيله العقاري.,كان المنزل مليئاً بالجبنة الفوارة.,كان يُخبر بكيده عن الضرر والاستعجال في الإخلاء.,2
أحب أمي السلطة.,أحب أمي السلطة كثيرًا حتى عادت مع أصدقائها.,حاولت أمي سلطة تايلندية في مطعم جديد.,ذهبت السلطة إلى متجر لتحضير أمي.,1
يبحث فريد عن طرق لجعل شقته تشعر أكثر بالراحة.,يشعر بالسعادة لأنهم تحسنا كيف تشعر شقته.,كان يعتقد ببيع الأثاث الرخيص ووضعه في شكل زخرفي ولكن ثم أصبح في شكل مهجور.,ذهب فريد إلى المتجر لشراء بعض الصور الجديدة.,2
كان نيل يزور مدن مسكونة.,كان متأكدا أن إري هو مسكون!,ظن نيل أنهم التقى شخصا مثيرا للاهتمام في إري بنسلفانيا.,لم يؤمن بروح الأرواح حتى رأى روحا في إري.,2
كان جيم يملك كلباً أحبته بشدة.,في النهاية كانت نظيفة، ووعد بها ألا يسمح لها بأن تتعرض للضرب مرة أخرى.,ركض كلب جيم إلى الحديقة الخلفية ومرح كثيراً.,في يوم من الأيام، ركض كلب جيم إلى الأمام أثناء المشي واصطدم ببئر الرمل.,2
كانت جيل VERY متميزة في الموضة فتاة شابة.,كان الرسم جيداً جداً حتى استطاعت أن تجعل منه نمطاً.,أظهرت جيل صورة من رسمها لملابس.,رسمت جيل شيء من التصميم.,1
كان يوماً يُذكَر أن جوردن كان يرغب في أن يلعب مع صديقه بعض الألعاب.,الآن عندما يلجأ جوردن إلى زيارة صديقه، يضمن أن يلعبا معاً.,صديق جوردن كان يمل من أن يلعب جوردن بمفرده.,كان صديق جوردن يرغب في أن يلعبوا بترتيب دوري.,1
زيارة نيل لرومانيا.,قرر نيل ألا يعود إلى تراسيا مرة أخرى.,كان فندق نيل باردًا و غير وديع.,فقد نيل حقيبته في كانساس.,1
ذهب رجل إلى خارج المنزل في الصباح الباكر.,قرر الرجل في هذه المرة أن يตรวจف حالة الطقس العامة لليوم.,بدأت المطر على الرجل.,بدأت المطر و لم تكن لديها بروة.,1
ذهب جو إلى المطعم للحصول على أجنحة.,استطاع جو أخيراً أن يستمتع بأجنحته.,أمر جو سوشي مفضله في المطعم.,أصيب جو بالضياع على الطريق إلى المطعم وأخذ وقتاً طويلاً للوصول إليه.,2
كانت إميلي تحتاج إلى تقديم ورقة في الفصل.,في اليوم التالي، لم تكن ورقة إميلي قد انتهت بعد.,خططت إميلي لمراقصة طوال الليل لكنها نامت.,رفضت إميلي الذهاب إلى حفلة بدلاً من ذلك عملت على ذلك.,1
كانت لدي تيم مشكلة.,كانت نظرة تيم مذهلة للغاية حتى لم يكن خائفًا anymore.,ثم اشترى تيم سماعات لتحسين سماعه.,كان تيم خائفًا من الذهاب إلى المدرسة الجديدة.,2
كانت نينا في ملعب التزلج.,بالحظ، غادرت الفتاة.,كان معلم من مدرسة نينا أيضا في الملعب.,حاولت أهم خصمها بدء قتال.,2
كان جيمي بحاجة إلى زوج جديد من الجينز.,اشترى جيمي الجينز الذي أراد.,كان جيمي يملك وعاءً من العملات التي حفظها لسنوات.,قرر جيمي عمل زوج من الجينز لنفسه.,1
كانت نانسي تبحث عن مكان لتناول الطعام.,نظروا إليها بابتسامة قاسية.,كان الطاولة الوحيدة المتاحة ممتلئة من أعداء نانسي.,ذهبت إلى مكتبة محلية حيث كان العديد من الفتيات تأكل.,1
كان أندي دائمًا يساعد أباه في زراعة الأشجار.,تذكر الأشجار أندي أباه.,زرع أندي شجرة.,لم يمر أندي أبوه من العالم.,1
كانت تينا ومارك تبحثان عن منزل جديد.,أشعر بالحزن لصانع المنزل الذي найما.,قررا أن يبنوا المنزل وفقًا لمواصفات عشوائية.,كانت تينا ومارك لديهما فكرة غير منطقية، لذا قررا بناء منزل.,2
كان لتم حية الضفدع.,دفن تم حياته تلك اليوم.,أكلت الضفدع الخاصة بتم كلبا.,حسناً ضفدع تم توفي.,2
بدأت بطن تشاد يرغم.,أكل تشاد كل شيء وأصاب بالمرض.,أكل تشاد حشرة ذائقة مضحكة.,كان قد بدأ فقط في تناول طعامه.,2
كانت بريانا في البحيرة مع عائلة صديقتها.,بالحظ، وجدوا خدمة الهاتف بالقرب منهم في اليوم التالي.,لم تكن بريانا قادرة على الاتصال بأي شخص.,لم يكن أحد من العائلة يملك شاحن هاتف.,1
يحب والدي الذهاب إلى الكازينو.,منذ أن أترك لهم اللعب على المال.,فقدت الكثير من المال في اللعب.,ذهبت معهم العديد من المرات وفزت ب 100.00 دولار.,1
كانت أنا ورفاقي نزوران في منطقة غابية.,ألقيت به إلى الأسفل وفررنا.,أخذت حجرًا يحتوي على كتابات هرمية.,أخذنا ثعبانًا لأننا فكرت أنه عصا.,2
أمر مايكل بيتزا بصلصة الفلفل.,في حين كان على الهاتف، قالت زوجته له أنه فتح الصندوق من الخلف.,قبل مايكل البيتزا ولكن لم يصل أبدا.,قبل مايكل البيتزا عندما وصلت.,2
كان جيمي يเตلم في ظروف عائلية صعبة.,لذلك رد عليهم عن الجامعة.,عرضت عائلة على جيمي أن يدفع عن دراسته.,أخذه قرض للجامعة.,2
سافر ويل بالسيارة إلى كلية له.,ألقى الشخص الطعام والقمامة على سيارة ويل.,وقف ويل واخترع سائرا.,أوقف ويل سيارته على جانب الطريق أمام كلية له.,2
كانت حشرة البالغ متحركة على جدار.,وضع الحشرة البالغة على شجرة قريبة.,وجد الرجل الحشرة البالغة.,أراد الرجل قتل الحشرة البالغة.,1
سافرت على دراجة نارية عبر الشارع.,أنا نظفت دراجتي بعد أن أرجع إلى المنزل.,النبات الذي وقفت تحته ألقى سائلًا من الساب على دراجتي.,سافرت على دراجتي عبر غسيل السيارات، مما أدى إلى تسخير صابون على دراجتي.,1
كيم получت دراجة لذكراها.,للمرة الثانية، كانت دراجة كيم قد اختفت، وكانت السلسلة على الباب.,كيم قفزت على دراجة جديدة وقفزت عليها.,نسيت كيم أن تثبت دراجتها الجديدة على باب المدرسة.,2
وجدت سنتمائي القديم اليوم أثناء تنظيفي.,كان النهار على وشك الانتهاء ولم أتنظيف أي شيء.,أصابني الخداع في عالم ضخم من الذكريات الحلوة.,بقيت أبحث في الأشياء لرى ماذا أستطيع العثور عليه بينما أتنظيف.,1
كانت ميشيل لديها حزمة ضخمة من الكتب.,ثم ذهبت إلى المنزل.,أعدت ميشيل ترتيب الكتب في غرفتها.,قررت أن تتبرع بها إلى المكتبة.,2
قررت كيلي أن تعقد بطولة الجولف مع صديقتها.,لا يمكن كيلي أن تنتظر أن تغلب عليها مرة أخرى.,حصلت كيلي على نقاط عالية جدًا مقارنة بصديقتها في اختبار SAT.,كانت كيلي في مقدمة المنافسة طوال المسابقة.,2
كان هاري يصنع بعض السباغيتي.,بعد بضع دقائق رأوا أن القدر قد ذوب.,استخدم هاري قدر من المعدن.,فشل هنري في ذلك.,2
كانت جينا تحب جيمي وجوش.,لم تكن جينا واثقة إذا كان هذا النصيحة جيدة أو محاولة إساءة.,أخبرت صديقة جينا أنها يجب أن تتحدث مع كلاهما.,أخبرت صديقة جينا أنها يجب أن تعللهم كلاهما الرقم السري في نفس الوقت، وتركتها تتنازع على حبها.,1
